//Total colors 52
const uint16_t palette[] = {33823,10966,13693,32445,63325,65173,64975,56329,35662,25197,6242,14727,25357,38067,50843,2468,8996,15589,46693,65322,65027,62272,59813,37029,20582,31152,3348,3543,1690,45696,31136,18528,0,49109,1792,736,31040,60608,46486,47648,54752,64311,47114,30720,65236,31712,8494,44512,36128,25696,17344,9024,706,};


//Total tiles 193
const uint16_t tilemap[] = {
// Map Size = 208x208
0,1025,2049,3073,4097,5122,6147,7169,8193,9217,10241,11268,12293,13317,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0,1,1,1,8,9,9,10,1,1,1,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1,11,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
0,1,1,1,1,13,14,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,16,17,18,1,19,20,20,19,1,1,1,4,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1,21,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
0,1,1,1,1,1,22,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0,1,1,1,19,20,20,19,1,1,1,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
0,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,0,1,1,1,23,9,9,24,1,1,1,4,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
0,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,2073,2074,2075,2076,2075,2077,2078,2075,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0,1,1,1,1,31,32,1,1,1,1,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,33,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,36,5,5,5,5,5,5,5,5,5,5,5,0,1,1,1,8,9,9,10,1,1,1,4,5,5,5,33,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,2082,2083,36,5,5,5,
16,17,18,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,37,38,15,32806,32805,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,0,1,1,1,1,1,39,1,1,1,1,4,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,43,5,5,5,5,5,5,5,5,5,5,5,16,17,18,1,19,44,44,19,1,1,1,4,5,5,5,40,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,43,5,5,5,
0,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,37,6,32805,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,0,1,1,1,1,1,45,1,1,1,1,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,43,5,5,5,5,5,5,5,5,5,5,0,1,1,1,19,44,44,19,1,1,1,4,5,5,40,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,41,42,43,5,5,
0,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,0,1,1,1,1,46,47,48,1,1,1,4,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,49,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,52,5,5,5,5,5,5,5,5,5,5,0,1,1,1,19,44,44,19,1,1,1,4,5,5,49,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,50,51,52,5,5,
0,1,1,1,8,9,9,10,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,33,2082,2083,2082,2083,2082,2083,2082,2083,0,1,1,1,2056,2057,2057,2058,1,1,1,4,2082,2083,2082,2083,2082,2083,2082,2083,36,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,33,2082,2083,2082,2083,2082,2083,1,1,1,1,1,2,3,1,1,1,1,1,1,1,11,12,2082,2083,2082,2083,2082,2083,36,5,5,5,5,5,5,5,5,5,2075,2075,2075,2075,2075,2073,2074,2075,2076,2075,2077,2078,5,5,5,5,0,1,1,1,2056,2057,2057,2058,2056,2057,2057,2058,1,1,11,12,5,5,5,5,
0,1,1,1,19,44,44,19,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,41,42,41,42,41,42,41,42,0,1,1,1,19,20,20,19,1,1,1,4,41,42,41,42,41,42,41,42,43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,41,42,41,42,41,42,1,1,1,1,1,13,14,1,1,1,1,1,1,1,21,1,41,42,41,42,41,42,43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,37,38,15,32806,32805,5,5,5,5,5,16,17,18,1,19,20,20,19,19,20,20,19,1,1,21,4,5,5,5,5,
0,1,1,53,19,44,44,19,1,1,1,53,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,41,42,41,42,41,42,41,42,41,0,1,1,1,19,20,20,19,1,1,1,4,42,41,42,41,42,41,42,41,42,43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,40,41,42,41,42,41,42,41,1,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,42,41,42,41,42,41,42,43,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,37,6,32805,5,5,5,5,5,5,0,1,1,1,19,20,20,19,19,20,20,19,1,1,1,4,5,5,5,5,
0,1,54,55,19,44,44,19,1,1,54,55,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,49,50,51,50,51,50,51,50,51,50,0,1,1,1,23,9,9,24,1,1,1,4,51,50,51,50,51,50,51,50,51,52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,49,50,51,50,51,50,51,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,50,51,50,51,50,51,52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,5,5,5,5,5,5,5,0,1,1,1,23,9,9,24,23,9,9,24,1,1,1,4,5,5,5,5,
